metricsType,progress,startTime,mapId,state,host,diagnostic,assignedContainer,executionTimeSec,elapsedTimeSec,finishTime,blockId,jobId,timestamp
metricsType=map,100.0,1710859056708,attempt_1710848715047_0087_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0087_01_000006,32.016,32.016,1710859088724,hdfs://master:9000/pagerank9663676416,application_1710848715047_0087,1710859117.6789007
metricsType=map,100.0,1710859055751,attempt_1710848715047_0087_m_000000_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000003,43.884,43.884,1710859099635,hdfs://master:9000/pagerank0,application_1710848715047_0087,1710859120.717859
metricsType=map,100.0,1710859056714,attempt_1710848715047_0087_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0087_01_000005,47.203,47.203,1710859103917,hdfs://master:9000/pagerank1073741824,application_1710848715047_0087,1710859120.7317524
metricsType=map,45.791115,1710859055755,attempt_1710848715047_0087_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000002,67.514,67.514,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859120.7427022
metricsType=map,6.0088725,1710859105821,attempt_1710848715047_0087_m_000002_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000018,17.448,17.448,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859120.746818
metricsType=map,48.066196,1710859056703,attempt_1710848715047_0087_m_000003_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000008,66.581,66.581,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859120.7564654
metricsType=map,100.0,1710859055754,attempt_1710848715047_0087_m_000004_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000004,50.891,50.891,1710859106645,hdfs://master:9000/pagerank4294967296,application_1710848715047_0087,1710859120.7700841
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000005_0,SUCCEEDED,worker4:8042,,container_1710848715047_0087_01_000007,42.441,42.441,1710859099158,hdfs://master:9000/pagerank5368709120,application_1710848715047_0087,1710859120.7805696
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000006_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000010,47.062,47.062,1710859103779,hdfs://master:9000/pagerank6442450944,application_1710848715047_0087,1710859120.7904456
metricsType=map,100.0,1710859056734,attempt_1710848715047_0087_m_000007_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000009,50.31,50.31,1710859107044,hdfs://master:9000/pagerank7516192768,application_1710848715047_0087,1710859120.802092
metricsType=map,45.62124,1710859057680,attempt_1710848715047_0087_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000012,65.66,65.66,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859120.8124316
metricsType=map,14.80445,1710859090790,attempt_1710848715047_0087_m_000008_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000016,32.55,32.55,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859120.8175523
metricsType=map,100.0,1710859056708,attempt_1710848715047_0087_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0087_01_000006,32.016,32.016,1710859088724,hdfs://master:9000/pagerank9663676416,application_1710848715047_0087,1710859120.827611
metricsType=map,100.0,1710859055751,attempt_1710848715047_0087_m_000000_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000003,43.884,43.884,1710859099635,hdfs://master:9000/pagerank0,application_1710848715047_0087,1710859123.8680637
metricsType=map,100.0,1710859056714,attempt_1710848715047_0087_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0087_01_000005,47.203,47.203,1710859103917,hdfs://master:9000/pagerank1073741824,application_1710848715047_0087,1710859123.8818183
metricsType=map,49.573116,1710859055755,attempt_1710848715047_0087_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000002,70.665,70.665,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859123.8938918
metricsType=map,6.0088725,1710859105821,attempt_1710848715047_0087_m_000002_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000018,20.599,20.599,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859123.898462
metricsType=map,48.066196,1710859056703,attempt_1710848715047_0087_m_000003_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000008,69.733,69.733,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859123.9088173
metricsType=map,100.0,1710859055754,attempt_1710848715047_0087_m_000004_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000004,50.891,50.891,1710859106645,hdfs://master:9000/pagerank4294967296,application_1710848715047_0087,1710859123.92238
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000005_0,SUCCEEDED,worker4:8042,,container_1710848715047_0087_01_000007,42.441,42.441,1710859099158,hdfs://master:9000/pagerank5368709120,application_1710848715047_0087,1710859123.932531
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000006_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000010,47.062,47.062,1710859103779,hdfs://master:9000/pagerank6442450944,application_1710848715047_0087,1710859123.9425266
metricsType=map,100.0,1710859056734,attempt_1710848715047_0087_m_000007_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000009,50.31,50.31,1710859107044,hdfs://master:9000/pagerank7516192768,application_1710848715047_0087,1710859123.9534984
metricsType=map,45.62124,1710859057680,attempt_1710848715047_0087_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000012,68.812,68.812,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859123.964693
metricsType=map,18.364408,1710859090790,attempt_1710848715047_0087_m_000008_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000016,35.702,35.702,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859123.9693613
metricsType=map,100.0,1710859056708,attempt_1710848715047_0087_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0087_01_000006,32.016,32.016,1710859088724,hdfs://master:9000/pagerank9663676416,application_1710848715047_0087,1710859123.9793627
metricsType=map,100.0,1710859055751,attempt_1710848715047_0087_m_000000_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000003,43.884,43.884,1710859099635,hdfs://master:9000/pagerank0,application_1710848715047_0087,1710859127.0192304
metricsType=map,100.0,1710859056714,attempt_1710848715047_0087_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0087_01_000005,47.203,47.203,1710859103917,hdfs://master:9000/pagerank1073741824,application_1710848715047_0087,1710859127.0324752
metricsType=map,49.573116,1710859055755,attempt_1710848715047_0087_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000002,73.815,73.815,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859127.0426242
metricsType=map,9.419193,1710859105821,attempt_1710848715047_0087_m_000002_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000018,23.749,23.749,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859127.0467598
metricsType=map,51.889454,1710859056703,attempt_1710848715047_0087_m_000003_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000008,72.881,72.881,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859127.0562737
metricsType=map,100.0,1710859055754,attempt_1710848715047_0087_m_000004_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000004,50.891,50.891,1710859106645,hdfs://master:9000/pagerank4294967296,application_1710848715047_0087,1710859127.0691452
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000005_0,SUCCEEDED,worker4:8042,,container_1710848715047_0087_01_000007,42.441,42.441,1710859099158,hdfs://master:9000/pagerank5368709120,application_1710848715047_0087,1710859127.0793288
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000006_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000010,47.062,47.062,1710859103779,hdfs://master:9000/pagerank6442450944,application_1710848715047_0087,1710859127.089346
metricsType=map,100.0,1710859056734,attempt_1710848715047_0087_m_000007_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000009,50.31,50.31,1710859107044,hdfs://master:9000/pagerank7516192768,application_1710848715047_0087,1710859127.0995948
metricsType=map,48.999096,1710859057680,attempt_1710848715047_0087_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000012,71.957,71.957,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859127.1097696
metricsType=map,18.364408,1710859090790,attempt_1710848715047_0087_m_000008_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000016,38.847,38.847,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859127.1146924
metricsType=map,100.0,1710859056708,attempt_1710848715047_0087_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0087_01_000006,32.016,32.016,1710859088724,hdfs://master:9000/pagerank9663676416,application_1710848715047_0087,1710859127.1259353
metricsType=map,100.0,1710859055751,attempt_1710848715047_0087_m_000000_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000003,43.884,43.884,1710859099635,hdfs://master:9000/pagerank0,application_1710848715047_0087,1710859130.1687465
metricsType=map,100.0,1710859056714,attempt_1710848715047_0087_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0087_01_000005,47.203,47.203,1710859103917,hdfs://master:9000/pagerank1073741824,application_1710848715047_0087,1710859130.1814902
metricsType=map,53.039433,1710859055755,attempt_1710848715047_0087_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000002,76.964,76.964,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859130.191646
metricsType=map,9.419193,1710859105821,attempt_1710848715047_0087_m_000002_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000018,26.898,26.898,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859130.196164
metricsType=map,51.889454,1710859056703,attempt_1710848715047_0087_m_000003_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000008,76.031,76.031,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859130.205964
metricsType=map,100.0,1710859055754,attempt_1710848715047_0087_m_000004_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000004,50.891,50.891,1710859106645,hdfs://master:9000/pagerank4294967296,application_1710848715047_0087,1710859130.2187774
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000005_0,SUCCEEDED,worker4:8042,,container_1710848715047_0087_01_000007,42.441,42.441,1710859099158,hdfs://master:9000/pagerank5368709120,application_1710848715047_0087,1710859130.2284088
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000006_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000010,47.062,47.062,1710859103779,hdfs://master:9000/pagerank6442450944,application_1710848715047_0087,1710859130.2388442
metricsType=map,100.0,1710859056734,attempt_1710848715047_0087_m_000007_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000009,50.31,50.31,1710859107044,hdfs://master:9000/pagerank7516192768,application_1710848715047_0087,1710859130.2488923
metricsType=map,48.999096,1710859057680,attempt_1710848715047_0087_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000012,75.107,75.107,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859130.259409
metricsType=map,21.79695,1710859090790,attempt_1710848715047_0087_m_000008_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000016,41.997,41.997,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859130.2642477
metricsType=map,100.0,1710859056708,attempt_1710848715047_0087_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0087_01_000006,32.016,32.016,1710859088724,hdfs://master:9000/pagerank9663676416,application_1710848715047_0087,1710859130.2759433
metricsType=map,100.0,1710859055751,attempt_1710848715047_0087_m_000000_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000003,43.884,43.884,1710859099635,hdfs://master:9000/pagerank0,application_1710848715047_0087,1710859133.31438
metricsType=map,100.0,1710859056714,attempt_1710848715047_0087_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0087_01_000005,47.203,47.203,1710859103917,hdfs://master:9000/pagerank1073741824,application_1710848715047_0087,1710859133.3265007
metricsType=map,53.039433,1710859055755,attempt_1710848715047_0087_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000002,80.11,80.11,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859133.3378408
metricsType=map,12.842414,1710859105821,attempt_1710848715047_0087_m_000002_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000018,30.044,30.044,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859133.342335
metricsType=map,55.911797,1710859056703,attempt_1710848715047_0087_m_000003_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000008,79.177,79.177,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859133.3519962
metricsType=map,17.696527,1710859120854,attempt_1710848715047_0087_m_000003_1,RUNNING,worker6:8042,,container_1710848715047_0087_01_000019,15.026,15.026,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859133.3560138
metricsType=map,100.0,1710859055754,attempt_1710848715047_0087_m_000004_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000004,50.891,50.891,1710859106645,hdfs://master:9000/pagerank4294967296,application_1710848715047_0087,1710859133.3670835
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000005_0,SUCCEEDED,worker4:8042,,container_1710848715047_0087_01_000007,42.441,42.441,1710859099158,hdfs://master:9000/pagerank5368709120,application_1710848715047_0087,1710859133.3771358
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000006_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000010,47.062,47.062,1710859103779,hdfs://master:9000/pagerank6442450944,application_1710848715047_0087,1710859133.3871665
metricsType=map,100.0,1710859056734,attempt_1710848715047_0087_m_000007_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000009,50.31,50.31,1710859107044,hdfs://master:9000/pagerank7516192768,application_1710848715047_0087,1710859133.3981001
metricsType=map,52.148457,1710859057680,attempt_1710848715047_0087_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000012,78.257,78.257,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859133.4097066
metricsType=map,21.79695,1710859090790,attempt_1710848715047_0087_m_000008_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000016,45.147,45.147,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859133.414429
metricsType=map,100.0,1710859056708,attempt_1710848715047_0087_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0087_01_000006,32.016,32.016,1710859088724,hdfs://master:9000/pagerank9663676416,application_1710848715047_0087,1710859133.423963
metricsType=map,100.0,1710859055751,attempt_1710848715047_0087_m_000000_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000003,43.884,43.884,1710859099635,hdfs://master:9000/pagerank0,application_1710848715047_0087,1710859137.4779348
metricsType=map,100.0,1710859056714,attempt_1710848715047_0087_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0087_01_000005,47.203,47.203,1710859103917,hdfs://master:9000/pagerank1073741824,application_1710848715047_0087,1710859137.4907255
metricsType=map,56.22427,1710859055755,attempt_1710848715047_0087_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000002,84.274,84.274,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859137.5017943
metricsType=map,16.182402,1710859105821,attempt_1710848715047_0087_m_000002_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000018,34.208,34.208,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859137.5065637
metricsType=map,59.419834,1710859056703,attempt_1710848715047_0087_m_000003_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000008,83.341,83.341,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859137.5162494
metricsType=map,17.696527,1710859120854,attempt_1710848715047_0087_m_000003_1,RUNNING,worker6:8042,,container_1710848715047_0087_01_000019,19.19,19.19,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0087,1710859137.5207658
metricsType=map,100.0,1710859055754,attempt_1710848715047_0087_m_000004_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000004,50.891,50.891,1710859106645,hdfs://master:9000/pagerank4294967296,application_1710848715047_0087,1710859137.5303786
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000005_0,SUCCEEDED,worker4:8042,,container_1710848715047_0087_01_000007,42.441,42.441,1710859099158,hdfs://master:9000/pagerank5368709120,application_1710848715047_0087,1710859137.5408719
metricsType=map,100.0,1710859056717,attempt_1710848715047_0087_m_000006_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000010,47.062,47.062,1710859103779,hdfs://master:9000/pagerank6442450944,application_1710848715047_0087,1710859137.5508077
metricsType=map,100.0,1710859056734,attempt_1710848715047_0087_m_000007_0,SUCCEEDED,worker1:8042,,container_1710848715047_0087_01_000009,50.31,50.31,1710859107044,hdfs://master:9000/pagerank7516192768,application_1710848715047_0087,1710859137.5610926
metricsType=map,52.148457,1710859057680,attempt_1710848715047_0087_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000012,82.419,82.419,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859137.5710673
metricsType=map,25.202932,1710859090790,attempt_1710848715047_0087_m_000008_1,RUNNING,worker5:8042,,container_1710848715047_0087_01_000016,49.309,49.309,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0087,1710859137.5757308
metricsType=map,100.0,1710859056708,attempt_1710848715047_0087_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0087_01_000006,32.016,32.016,1710859088724,hdfs://master:9000/pagerank9663676416,application_1710848715047_0087,1710859137.585738
metricsType=map,100.0,1710859055751,attempt_1710848715047_0087_m_000000_0,SUCCEEDED,worker2:8042,,container_1710848715047_0087_01_000003,43.884,43.884,1710859099635,hdfs://master:9000/pagerank0,application_1710848715047_0087,1710859140.6222758
metricsType=map,100.0,1710859056714,attempt_1710848715047_0087_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0087_01_000005,47.203,47.203,1710859103917,hdfs://master:9000/pagerank1073741824,application_1710848715047_0087,1710859140.6359868
metricsType=map,59.64884,1710859055755,attempt_1710848715047_0087_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0087_01_000002,87.419,87.419,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0087,1710859140.645751
